CÛdigo ”rg„o Superior	Nome ”rg„o Superior	CÛdigo ”rg„o Subordinado	Nome ”rg„o Subordinado	CÛdigo Unidade Gestora	Nome Unidade Gestora	Categoria EconÙmica	Origem	EspÈcie	Rubrica	AlÌnea	SubalÌnea	Valor Previsto	Valor LanÁado	Valor Realizado	Percentual Realizado	ExercÌcio
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES INTRA-ORCAMENTARIAS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS EDUCACIONAIS	SERVICOS EDUCACIONAIS	0	0	21280,7		2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES INTRA-ORCAMENTARIAS	OUTRAS RECEITAS CORRENTES	INDENIZACOES E RESTITUICOES	RESTITUICOES	RESTITUICOES DE CONVENIOS	RESTITUICOES DE CONVENIOS	0	0	181,28		2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	INDENIZACOES E RESTITUICOES	RESTITUICOES	OUTRAS RESTITUICOES	OUTRAS RESTITUICOES	0	0	13,6		2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	RECEITAS CORRENTES DIVERSAS	RECEITAS CORRENTES DIVERSAS	OUTRAS RECEITAS	OUTRAS RECEITAS	156384	0	268508	171,69	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS DE CAPITAL	ALIENACAO DE BENS	ALIENACAO DE BENS MOVEIS	ALIENACAO DE VEICULOS	ALIENACAO DE VEICULOS	ALIENACAO DE VEICULOS	166148	0	0	0	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	INDENIZACOES E RESTITUICOES	RESTITUICOES	RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES	RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES	0	0	233075,15		2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	INDENIZACOES E RESTITUICOES	INDENIZACOES	OUTRAS INDENIZACOES	OUTRAS INDENIZACOES	0	0	304387,95		2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	MULTAS E JUROS DE MORA	MULTAS E JUROS DE MORA-OUTRAS RECEITAS	OUTRAS MULTAS E JUROS DE MORA	OUTRAS MULTAS E JUROS DE MORA	0	0	41,21		2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	MULTAS E JUROS DE MORA	MULTAS E JUROS DE MORA-OUTRAS RECEITAS	MULTAS E JUROS DE MORA DE ALUGUEIS	MULTAS E JUROS DE MORA DE ALUGUEIS	0	0	220,32		2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	MULTAS E JUROS DE MORA	MULTAS DE OUTRAS ORIGENS	MULTAS E JUROS PREVISTOS EM CONTRATOS	MULTAS E JUROS PREVISTOS EM CONTRATOS	0	0	26382		2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	MULTAS E JUROS DE MORA	MULTAS DE OUTRAS ORIGENS	OUTRAS MULTAS	OUTRAS MULTAS	2163	0	1659,59	76,72	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS ADMINISTRATIVOS	SERVICOS ADMINISTRATIVOS	3911371	0	6870980,63	175,66	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE ESTUDOS E PESQUISAS	SERVICOS DE ESTUDOS E PESQUISAS	13149645	0	5237213,18	39,82	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE HOSPEDAGEM E ALIMENTACAO	SERVICOS DE HOSPEDAGEM E ALIMENTACAO	1076828	0	1112511,2	103,31	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS CONSULT.ASSIST.TEC. ANALISE PROJETOS	SERV.CONS,ASS.TEC.E AN.PROJ-APLICA«’ES LIVRES	0	0	150000		2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS EDUCACIONAIS	SERVICOS EDUCACIONAIS	9782733	0	5870559,52	60	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE PROCESSAMENTO DE DADOS	SERVICOS DE PROCESSAMENTO DE DADOS	1757	0	0	0	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITAS CORRENTES A CLASSIFICAR	RECEITAS CORRENTES A CLASSIFICAR	RECEITAS CORRENTES A CLASSIFICAR	RECEITAS CORRENTES A CLASSIFICAR	RECEITAS CORRENTES A CLASSIFICAR	0	0	1718		2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	OUTROS RECEITAS DE SERVICOS	OUTROS RECEITAS DE SERVICOS	42560	0	48774,84	114,6	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS	TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS	1284817	0	3013566,11	234,55	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS REG. MARCAS,PAT.TRANSF.DE TECNOLOGIA	SERVICOS DE PATENTES	4179	0	56613	1354,7	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA PATRIMONIAL	RECEITAS IMOBILIARIAS	ALUGUEIS	ALUGUEIS	ALUGUEIS	6024501	0	3707882,77	61,54	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA PATRIMONIAL	RECEITAS IMOBILIARIAS	TAXA DE OCUPACAO DE IMOVEIS	TAXA DE OCUPACAO DE OUTROS IMOVEIS	TAXA DE OCUPACAO DE OUTROS IMOVEIS	91420	0	68026,78	74,41	2015
26000	MINISTERIO DA EDUCACAO	26243	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	153103	UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE	RECEITAS CORRENTES	RECEITA PATRIMONIAL	RECEITAS DE VALORES MOBILIARIOS	REMUNERACAO DE DEPOSITOS BANCARIOS	REMUNERACAO DE DEPOSITOS BANCARIOS	REMUNERACAO DE DEPOSITOS BANCARIOS	3747286	0	4246479,66	113,32	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA PATRIMONIAL	RECEITAS DE VALORES MOBILIARIOS	REMUNERACAO DE DEPOSITOS BANCARIOS	REMUNERACAO DE DEPOSITOS BANCARIOS	REMUNERACAO DE DEPOSITOS BANCARIOS	7144358	0	7623182,17	106,7	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA PATRIMONIAL	RECEITAS IMOBILIARIAS	TAXA DE OCUPACAO DE IMOVEIS	TAXA DE OCUPACAO DE OUTROS IMOVEIS	TAXA DE OCUPACAO DE OUTROS IMOVEIS	5385	0	8576,61	159,26	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA PATRIMONIAL	RECEITAS IMOBILIARIAS	ARRENDAMENTOS	ARRENDAMENTOS	ARRENDAMENTOS	1055129	0	1803218,88	170,9	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA PATRIMONIAL	RECEITAS IMOBILIARIAS	ALUGUEIS	ALUGUEIS	ALUGUEIS	155097	0	111506	71,89	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA PATRIMONIAL	RECEITAS IMOBILIARIAS	OUTRAS RECEITAS DE BENS IMOVEIS	OUTRAS RECEITAS DE BENS IMOVEIS	OUTRAS RECEITAS DE BENS IMOVEIS	0	0	41856,34		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS	TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS	820867	0	610286	74,34	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITAS CORRENTES A CLASSIFICAR	RECEITAS CORRENTES A CLASSIFICAR	RECEITAS CORRENTES A CLASSIFICAR	RECEITAS CORRENTES A CLASSIFICAR	RECEITAS CORRENTES A CLASSIFICAR	0	0	0		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	TRANSFERENCIAS CORRENTES	TRANSFERENCIAS DE CONVENIOS	TRANSF.DOS ESTADOS DF E SUAS ENTIDADES	TRANSF.DOS ESTADOS DF E SUAS ENTIDADES	TRANSF.DOS ESTADOS DF E SUAS ENTIDADES	0	0	891345,22		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE SAUDE	SERVICOS RADIOLOGICOS E LABORATORIAIS	1101171	0	2035325,4	184,83	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS EDUCACIONAIS	SERVICOS EDUCACIONAIS	1985661	0	4006259,81	201,75	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA INDUSTRIAL	RECEITAS DA INDUSTRIA DE TRANSFORMACAO	RECEITAS DA INDUSTRIA DE TRANSFORMACAO	RECEITA DA INDUSTRIA EDITORIAL E GRAFICA	RECEITA DA INDUSTRIA EDITORIAL E GRAFICA	13188	0	250892,29	1902,42	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS COMERCIAIS	SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.	0	0	256		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE HOSPEDAGEM E ALIMENTACAO	SERVICOS DE HOSPEDAGEM E ALIMENTACAO	2451375	0	1617169,5	65,96	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE ESTUDOS E PESQUISAS	SERVICOS DE ESTUDOS E PESQUISAS	2649840	0	2292824,53	86,52	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS RECREATIVOS E CULTURAIS	SERVICOS RECREATIVOS E CULTURAIS	110846	0	103812	93,65	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS ADMINISTRATIVOS	SERVICOS ADMINISTRATIVOS	18224267	0	19865934,17	109	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	MULTAS E JUROS DE MORA	MULTAS DE OUTRAS ORIGENS	OUTRAS MULTAS	OUTRAS MULTAS	0	0	9,96		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	MULTAS E JUROS DE MORA	MULTAS DE OUTRAS ORIGENS	MULTAS E JUROS PREVISTOS EM CONTRATOS	MULTAS E JUROS PREVISTOS EM CONTRATOS	0	0	259918,98		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	MULTAS E JUROS DE MORA	MULTAS E JUROS DE MORA-OUTRAS RECEITAS	MULTAS E JUROS DE MORA DE ARRENDAMENTOS	MULTAS E JUROS DE MORA DE ARRENDAMENTOS	0	0	9,22		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	MULTAS E JUROS DE MORA	MULTAS E JUROS DE MORA-OUTRAS RECEITAS	OUTRAS MULTAS E JUROS DE MORA	OUTRAS MULTAS E JUROS DE MORA	0	0	41,56		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	INDENIZACOES E RESTITUICOES	INDENIZACOES	OUTRAS INDENIZACOES	OUTRAS INDENIZACOES	0	0	350735,41		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS DE CAPITAL	ALIENACAO DE BENS	ALIENACAO DE BENS MOVEIS	ALIENACAO DE VEICULOS	ALIENACAO DE VEICULOS	ALIENACAO DE VEICULOS	0	0	66700		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	INDENIZACOES E RESTITUICOES	RESTITUICOES	OUTRAS RESTITUICOES	OUTRAS RESTITUICOES	0	0	1111483,71		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA AGROPECUARIA	RECEITA DA PRODUCAO VEGETAL	RECEITA DA PRODUCAO VEGETAL	RECEITA DA PRODUCAO VEGETAL	RECEITA DA PRODUCAO VEGETAL	55582	0	0	0	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS DE CAPITAL	TRANSFERENCIAS DE CAPITAL	TRANSFERENCIAS DE CONVENIOS	TRANSF.DE CONV.DOS ESTADOS,DF E S/ENTIDADES	TRANSF.DE CONV.DOS ESTADOS,DF E S/ENTIDADES	TRANSF.DE CONV.DOS ESTADOS,DF E S/ENTIDADES	0	0	353061,14		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES	RECEITA AGROPECUARIA	RECEITA DA PRODUCAO ANIMAL E DERIVADOS	RECEITA DA PRODUCAO ANIMAL E DERIVADOS	RECEITA DA PRODUCAO ANIMAL E DERIVADOS	RECEITA DA PRODUCAO ANIMAL E DERIVADOS	408846	0	539718,81	132,01	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS DE CAPITAL	ALIENACAO DE BENS	ALIENACAO DE BENS MOVEIS	ALIENACAO DE EQUIPAMENTOS	ALIENACAO DE EQUIPAMENTOS	ALIENACAO DE EQUIPAMENTOS	0	0	29300		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS DE CAPITAL	ALIENACAO DE BENS	ALIENACAO DE BENS MOVEIS	ALIENACAO DE MOVEIS E UTENSILIOS	ALIENACAO DE MOVEIS E UTENSILIOS	ALIENACAO DE MOVEIS E UTENSILIOS	0	0	14900		2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES INTRA-ORCAMENTARIAS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS ADMINISTRATIVOS	SERVICOS ADMINISTRATIVOS	697295	0	1729324,04	248	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES INTRA-ORCAMENTARIAS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE TECNOLOGIA	SERVICOS DE TECNOLOGIA	4234007	0	3187727,63	75,28	2015
26000	MINISTERIO DA EDUCACAO	26244	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	153114	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	RECEITAS CORRENTES INTRA-ORCAMENTARIAS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	OUTRAS RECEITAS DE SERVICOS	OUTRAS RECEITAS DE SERVICOS	0	0	499965,42		2015
26000	MINISTERIO DA EDUCACAO	26245	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	153115	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	RECEITAS CORRENTES INTRA-ORCAMENTARIAS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	OUTRAS RECEITAS DE SERVICOS	OUTRAS RECEITAS DE SERVICOS	0	0	304662,88		2015
26000	MINISTERIO DA EDUCACAO	26245	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	153115	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	RECEITAS CORRENTES INTRA-ORCAMENTARIAS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE TECNOLOGIA	SERVICOS DE TECNOLOGIA	6883	0	692755,5	10064,7	2015
26000	MINISTERIO DA EDUCACAO	26245	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	153115	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	RECEITAS CORRENTES INTRA-ORCAMENTARIAS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE ESTUDOS E PESQUISAS	SERVICOS DE ESTUDOS E PESQUISAS	4116699	0	1909902,14	46,39	2015
26000	MINISTERIO DA EDUCACAO	26245	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	153115	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	RECEITAS CORRENTES INTRA-ORCAMENTARIAS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS EDUCACIONAIS	SERVICOS EDUCACIONAIS	19647	0	0	0	2015
26000	MINISTERIO DA EDUCACAO	26245	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	153115	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	INDENIZACOES E RESTITUICOES	RESTITUICOES	OUTRAS RESTITUICOES	OUTRAS RESTITUICOES	2005827	0	2161890,29	107,78	2015
26000	MINISTERIO DA EDUCACAO	26245	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	153115	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	RECEITAS CORRENTES DIVERSAS	RECEITAS CORRENTES DIVERSAS	OUTRAS RECEITAS	OUTRAS RECEITAS	6604373	0	3238361,04	49,03	2015
26000	MINISTERIO DA EDUCACAO	26245	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	153115	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	INDENIZACOES E RESTITUICOES	INDENIZACOES	OUTRAS INDENIZACOES	OUTRAS INDENIZACOES	0	0	172702,18		2015
26000	MINISTERIO DA EDUCACAO	26245	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	153115	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	INDENIZACOES E RESTITUICOES	INDENIZACOES	INDENIZ. POR  DANOS CAUSADOS AO PATR. PUBLICO	INDENIZ. POR  DANOS CAUSADOS AO PATR. PUBLICO	35922	0	0	0	2015
26000	MINISTERIO DA EDUCACAO	26245	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	153115	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	RECEITAS CORRENTES	OUTRAS RECEITAS CORRENTES	MULTAS E JUROS DE MORA	MULTAS DE OUTRAS ORIGENS	MULTAS POR AUTOS DE INFRACAO	MULTAS POR AUTOS DE INFRACAO	0	0	1166,24		2015
